x,y,z,team
15.72,-3.83,50.87,aliens
-6.06,-2.65,-26.11,aliens
128.60,-2.54,-6.56,aliens
-7.36,-3.85,-26.88,marines
127.64,-2.02,-11.52,aliens
121.86,-3.27,9.49,aliens
123.12,-1.62,8.37,aliens
116.52,-1.88,16.84,aliens
129.01,-0.06,12.81,aliens
-7.93,-2.83,-57.69,aliens
139.30,-0.80,10.22,aliens
116.71,-2.07,5.06,marines
135.56,0.36,10.44,marines
117.05,-0.81,6.11,aliens
116.72,-3.24,26.12,marines
99.66,-3.90,35.88,marines
13.78,-4.14,47.76,aliens
27.32,-5.79,-40.24,aliens
97.42,-5.27,56.94,aliens
82.98,-7.71,53.32,aliens
82.46,-6.12,54.65,aliens
102.14,-5.25,55.11,aliens
26.95,-5.49,-38.43,aliens
57.51,-7.71,1.47,marines
48.29,-10.75,21.36,marines
22.91,-4.86,-35.47,aliens
108.16,-3.76,27.91,aliens
27.10,-4.85,-38.89,marines
57.23,-7.71,-2.59,aliens
27.59,-4.43,-38.84,aliens
40.50,-9.71,17.37,marines
89.30,-5.40,47.20,aliens
57.75,-7.01,3.77,aliens
74.24,-6.12,47.41,marines
74.64,-5.67,47.17,aliens
56.17,-6.31,-4.86,marines
55.76,-7.81,-4.89,marines
56.19,-6.57,-5.23,aliens
60.43,-7.81,-4.60,aliens
-7.06,-2.66,-32.39,aliens
57.74,-6.63,2.07,marines
117.39,-1.31,21.49,aliens
57.57,-6.96,-4.79,marines
-5.69,-2.31,-32.24,aliens
56.61,-7.75,-1.03,marines
59.36,-6.70,-2.45,aliens
64.42,-6.32,-8.08,aliens
-1.56,-1.61,-31.97,aliens
86.52,-4.92,54.83,marines
126.67,-2.00,14.29,marines
85.42,-6.22,56.46,aliens
126.61,-2.00,10.96,aliens
126.18,-0.89,17.97,aliens
-23.11,-1.61,-48.61,marines
140.11,-0.78,13.41,aliens
136.85,-0.80,12.90,marines
11.45,-3.12,-31.80,aliens
4.65,4.17,-25.92,aliens
110.82,-2.10,25.60,aliens
112.42,-1.87,20.67,aliens
19.56,-5.78,-53.01,aliens
38.23,-6.69,-24.39,marines
36.99,-6.67,-42.27,aliens
108.44,-1.93,22.10,marines
105.47,-4.30,28.07,marines
105.25,-3.44,28.48,aliens
116.55,-2.43,30.01,marines
58.57,-6.29,-6.85,marines
100.92,-4.31,49.91,marines
29.03,-5.54,64.55,aliens
100.74,-5.06,46.77,aliens
53.17,-5.43,-10.42,aliens
7.86,-5.49,18.21,aliens
100.53,-4.82,44.27,aliens
28.93,-5.74,-45.92,aliens
82.19,-6.90,-38.45,marines
27.56,-5.21,-37.46,aliens
12.99,-5.57,-29.57,marines
97.84,-4.24,46.95,aliens
56.10,-7.81,-3.55,marines
143.05,-0.79,10.60,marines
138.05,0.44,8.50,aliens
93.95,-5.17,48.71,aliens
86.54,-5.00,42.31,aliens
76.99,-6.27,49.84,aliens
102.66,-3.54,29.90,marines
100.16,-5.25,47.28,aliens
95.24,-4.41,49.34,aliens
137.70,6.44,0.25,marines
103.27,-3.54,47.77,aliens
48.56,-7.71,-8.16,marines
84.87,-5.85,43.46,marines
56.46,-6.65,-11.69,aliens
86.13,-6.08,41.01,aliens
85.60,-4.59,45.33,marines
89.38,-4.73,49.48,aliens
75.46,-7.99,-43.00,aliens
87.07,-6.89,-41.77,marines
85.26,-6.89,-34.70,marines
120.42,-3.21,12.15,aliens
16.39,-3.65,26.19,aliens
98.32,-4.65,46.67,aliens
90.47,-7.77,-44.64,marines
121.82,-3.18,6.17,aliens
145.34,-0.35,2.40,aliens
-35.97,1.19,5.49,marines
136.31,-0.80,10.63,marines
143.95,0.27,14.66,aliens
-29.28,-0.57,-4.06,marines
125.86,-2.43,6.56,aliens
50.52,-2.43,79.19,marines
53.83,-6.49,88.61,aliens
49.27,0.39,91.34,aliens
56.79,-6.42,84.36,aliens
85.88,-8.92,-5.75,marines
25.25,-5.77,-39.91,marines
28.08,-5.82,-37.03,aliens
30.23,-5.56,-44.99,marines
28.33,-5.78,-39.19,marines
-24.92,-0.59,0.57,aliens
-22.71,-0.75,2.04,marines
-21.63,0.42,3.02,aliens
-21.51,-0.75,2.61,aliens
-8.25,-3.03,42.59,marines
-12.20,-3.03,25.60,marines
-29.02,-1.92,22.76,marines
-29.85,-1.95,24.89,aliens
6.17,-4.15,35.21,marines
-6.15,-3.05,42.57,aliens
34.03,-5.37,63.67,aliens
11.11,-4.15,48.60,marines
30.45,-6.49,61.72,marines
22.52,-3.03,46.26,marines
-32.57,-0.63,-3.49,aliens
-0.07,-3.08,42.99,marines
-26.06,-0.75,-5.85,aliens
-4.29,-3.85,-48.35,marines
-16.47,-1.61,-52.36,aliens
-33.89,-0.21,-7.85,marines
-34.45,-0.35,-7.00,aliens
-34.52,-0.30,-0.92,marines
72.76,-8.32,9.25,marines
39.85,-6.79,-3.17,marines
-34.52,-0.30,-0.92,marines
-33.89,-0.39,-6.71,aliens
90.87,-8.25,-44.22,marines
50.18,-8.82,-15.67,aliens
-9.46,-3.85,-48.57,marines
51.00,0.00,-106.24,marines
-23.53,-1.61,-39.77,aliens
-3.98,-3.44,-54.69,marines
-6.09,2.85,-48.03,aliens
-6.39,-3.44,-54.84,marines
-7.17,-3.44,-56.66,aliens
6.89,-3.94,-26.56,aliens
11.64,-3.85,-31.86,aliens
15.89,-4.21,49.56,aliens
29.09,-5.78,-41.93,marines
33.28,-5.37,50.07,marines
27.12,-5.78,-42.32,marines
21.19,-3.03,52.62,marines
-26.00,-1.61,-32.97,marines
-26.15,-0.75,-5.15,marines
-25.20,-0.75,-5.56,aliens
-19.82,-1.86,27.29,marines
-2.87,-3.08,44.61,marines
10.80,-3.85,-37.51,marines
10.90,-3.85,-37.28,marines
-36.93,-0.82,-6.36,marines
-29.11,-0.58,2.00,aliens
-36.22,0.48,-1.51,marines
-37.46,-0.14,-10.79,marines
-35.98,-0.82,-6.12,marines
-21.21,-1.61,-21.64,marines
-1.68,-3.85,-27.45,marines
-2.77,-1.85,-30.40,marines
-36.01,-0.82,-3.24,marines
-17.67,-0.67,-15.69,aliens
-18.81,-1.59,-19.77,marines
-31.24,-2.35,-51.03,marines
-27.69,-2.67,-45.87,marines
-29.97,-3.44,-36.98,aliens
-28.67,-3.44,-45.64,marines
-19.67,-1.59,-19.08,marines
-17.10,-1.59,-21.65,aliens
-13.47,-1.94,-49.03,marines
-12.40,-0.75,-12.49,aliens
26.28,-6.59,73.39,marines
-3.54,-3.08,47.53,marines
-5.15,-3.08,45.45,marines
-16.30,-0.82,10.73,aliens
-22.02,-1.61,-29.90,marines
-33.89,-0.34,-7.85,marines
-21.65,0.78,-45.86,aliens
7.38,-4.09,38.83,marines
-21.34,0.53,-11.24,marines
-25.73,-0.82,-8.34,marines
-24.72,-0.10,-14.22,marines
-21.44,-0.75,-10.53,marines
-33.36,-0.75,0.90,marines
-22.00,-0.75,-10.46,marines
-23.45,-0.75,-9.98,marines
-20.15,0.11,-13.35,aliens
-22.27,-0.75,-11.78,marines
-24.79,2.38,3.18,aliens
9.22,-3.85,-30.90,aliens
15.23,-6.21,26.46,aliens
25.06,-4.69,82.54,aliens
26.73,-6.49,72.93,marines
28.89,-5.52,84.50,marines
19.27,-6.49,82.02,marines
51.22,0.00,-99.21,marines
50.60,-8.73,-12.26,marines
50.30,0.90,-101.39,marines
47.59,-6.56,-3.74,marines
10.08,-3.90,45.26,aliens
1.28,-3.08,41.02,marines
19.59,-2.80,54.78,marines
2.46,-3.05,42.43,marines
14.91,-6.04,19.91,marines
13.66,-3.55,35.84,aliens
35.01,-5.50,65.78,marines
44.22,1.87,-75.17,marines
22.03,-1.16,87.64,aliens
40.31,-0.71,-97.14,marines
41.08,2.46,-98.35,aliens
39.29,0.00,-103.07,marines
35.53,-5.49,83.20,marines
35.72,-4.00,83.03,aliens
45.61,-6.49,85.31,marines
45.86,-5.24,84.44,aliens
40.54,-2.09,96.61,aliens
37.95,-3.24,96.30,marines
45.27,-3.00,93.82,marines
2.97,-2.29,-42.91,aliens
15.80,-5.22,74.23,marines
17.81,-5.16,-68.46,marines
7.20,-2.54,50.75,aliens
16.63,-4.50,-71.00,aliens
19.82,-5.78,-65.24,marines
18.61,-5.37,-64.99,aliens
-1.31,-2.10,47.71,aliens
3.44,-2.04,41.58,marines
1.28,-3.03,37.03,marines
2.63,-1.65,40.94,aliens
-0.30,-2.28,43.62,aliens
52.08,-7.92,10.24,marines
35.92,-6.25,-1.99,marines
43.48,-7.66,-4.71,marines
42.64,-7.66,-2.93,aliens
53.04,-7.46,-13.71,marines
37.18,-3.56,-6.89,marines
48.67,-1.48,92.25,marines
13.78,-4.03,35.99,aliens
4.23,-3.05,39.09,aliens
12.09,-4.15,43.70,marines
11.21,-2.88,45.12,aliens
4.16,-2.40,41.66,aliens
-0.18,-2.52,43.94,marines
85.37,-4.45,-77.41,marines
-3.72,-3.08,43.56,marines
-2.24,-1.46,43.43,aliens
7.35,-5.55,19.70,aliens
58.58,-1.61,-71.21,aliens
13.54,-2.42,51.10,aliens
16.75,-4.15,50.08,marines
14.94,-2.17,48.36,aliens
58.50,-10.14,17.91,aliens
41.64,-10.86,19.03,aliens
46.35,-7.71,-3.58,marines
67.60,-4.46,-69.45,aliens
24.14,-6.49,68.91,marines
81.11,-6.83,34.40,aliens
75.69,-4.82,34.50,aliens
77.14,-7.30,60.30,marines
14.50,-6.52,32.83,aliens
43.30,-7.73,-2.12,marines
75.05,-4.42,44.52,marines
74.19,-6.45,48.80,marines
35.11,-3.81,2.70,aliens
37.62,-6.47,0.90,marines
37.33,-5.27,-10.29,marines
56.15,-8.46,-29.46,marines
84.07,-7.65,-1.45,aliens
26.86,-3.66,-1.73,aliens
53.52,-7.65,2.72,aliens
54.59,-4.40,-76.48,marines
26.27,-4.78,51.22,aliens
53.64,-3.56,-79.42,marines
35.69,-5.37,55.28,marines
77.51,-6.08,37.41,marines
78.49,-6.58,36.11,aliens
48.93,-6.39,3.86,marines
-7.85,-3.03,39.98,marines
26.31,-5.78,-41.91,marines
75.93,-5.32,41.35,aliens
77.05,-6.08,41.71,marines
87.88,-6.89,-37.83,marines
80.09,-6.07,27.91,marines
17.75,-4.11,38.74,marines
61.04,-7.73,2.30,marines
45.89,-7.62,-1.85,marines
38.08,-5.50,59.65,aliens
26.13,-6.49,61.10,marines
-20.47,-1.25,14.24,marines
101.36,-5.20,-38.30,marines
45.33,-5.44,-1.95,aliens
-31.72,-0.04,0.36,marines
-29.99,0.14,5.21,marines
-34.56,-0.43,-0.93,marines
-34.50,-0.42,-0.92,marines
-36.34,-0.89,-5.30,marines
-35.80,-0.73,-5.30,aliens
-19.26,-0.12,9.30,marines
-19.64,1.71,-5.77,aliens
-13.49,-0.75,-4.26,marines
-29.40,-0.17,-1.22,marines
97.97,-7.44,-54.97,marines
102.73,-5.21,-40.70,marines
23.26,-5.67,-31.84,marines
85.13,-8.92,-2.25,aliens
98.96,-6.51,-53.49,aliens
74.60,-5.78,2.73,aliens
121.61,-3.24,-7.61,marines
78.82,-7.47,-2.47,aliens
-27.46,-1.18,-38.60,marines
58.40,-0.54,-98.66,marines
47.99,-6.72,-27.13,aliens
56.18,-7.71,-8.01,marines
49.61,-4.34,-5.87,aliens
101.49,-4.82,-70.38,marines
120.05,-5.08,-31.93,marines
99.68,-5.14,-54.59,aliens
92.70,-8.04,-41.80,marines
89.04,-8.22,-48.69,marines
83.18,-8.82,-36.41,aliens
-6.95,-3.85,-40.15,marines
73.75,-8.33,5.26,marines
41.95,-6.79,-35.68,marines
19.76,-2.25,55.08,aliens
24.51,-3.27,39.07,marines
25.07,-3.49,37.44,aliens
99.76,-5.70,-55.72,marines
52.68,-6.74,4.93,marines
59.21,-7.50,-3.32,marines
56.37,-6.57,-1.00,marines
7.82,-6.54,15.17,marines
55.47,-7.71,-6.90,aliens
59.56,-6.71,0.65,marines
55.58,-7.78,-3.94,aliens
63.19,-7.71,5.08,aliens
60.76,-6.99,-7.59,marines
62.62,-7.81,-7.03,marines
71.25,-7.54,-4.77,marines
116.77,-5.21,-35.69,marines
102.81,-5.17,-40.37,marines
104.83,-3.75,-36.95,aliens
85.34,-8.84,-39.53,marines
101.40,-6.49,-54.18,aliens
101.02,-6.49,-55.26,marines
46.51,-7.71,-2.08,marines
60.26,-6.50,93.11,marines
80.25,-6.93,-51.94,aliens
85.62,-7.10,-45.19,aliens
107.38,-6.28,-45.94,marines
70.65,-6.93,-8.62,marines
64.89,-6.33,2.48,marines
54.97,-8.44,-15.02,marines
102.80,-6.30,-59.48,marines
101.37,-6.03,-60.33,marines
69.95,-6.89,-47.29,marines
86.22,-8.27,-48.26,marines
70.59,-9.29,-41.93,marines
85.34,-8.82,-39.89,marines
9.21,-4.15,35.21,marines
33.09,-4.18,55.69,aliens
50.56,-7.64,39.87,marines
53.38,-3.24,97.41,marines
84.89,-5.98,-62.32,marines
80.27,-7.71,88.12,marines
92.55,-7.27,-52.94,marines
92.94,-8.28,-44.89,marines
37.49,-5.56,84.49,marines
39.24,-5.48,91.29,marines
19.24,-3.62,52.61,marines
20.51,-1.87,51.03,marines
34.75,1.08,-103.50,marines
37.31,-1.57,-69.35,aliens
40.76,-2.73,-64.58,marines
36.55,-5.50,58.60,marines
52.32,-1.92,-91.00,marines
31.40,-2.49,51.22,aliens
34.81,-5.35,57.25,aliens
20.74,-6.46,68.07,aliens
45.82,-3.25,92.64,marines
46.01,-3.24,95.33,marines
49.59,-1.97,96.88,aliens
58.49,-3.24,95.03,marines
104.98,-5.27,72.63,marines
39.45,-6.49,81.27,marines
52.26,-8.54,-15.83,aliens
61.64,-7.71,-1.96,marines
56.46,-7.56,-3.76,aliens
-6.26,-3.32,-32.27,aliens
42.54,-6.36,-22.12,aliens
28.41,-6.50,62.83,marines
29.82,-5.67,-43.10,marines
17.68,-5.41,82.89,marines
4.97,-2.10,-30.02,aliens
25.05,-5.68,-53.31,aliens
-33.02,-0.33,-3.39,marines
-30.49,-0.82,-0.07,marines
85.80,-8.32,-23.67,marines
-35.76,-0.82,-8.20,aliens
74.56,-7.10,12.17,marines
-26.46,-0.63,-1.21,aliens
83.10,-8.17,-1.32,marines
-17.74,0.60,1.34,aliens
80.73,-8.92,-1.40,marines
-6.21,-3.24,-32.24,aliens
43.11,-7.74,16.59,aliens
73.95,-7.87,-7.20,aliens
22.51,-5.67,-34.56,aliens
15.87,-5.67,-36.88,marines
-5.75,-3.34,-37.04,marines
75.29,-6.75,7.99,aliens
30.80,-6.49,85.48,marines
47.05,-7.83,-20.99,marines
11.66,-5.50,6.14,marines
37.46,-3.34,-13.50,aliens
38.36,-6.69,-30.55,marines
38.56,-6.14,-28.93,aliens
19.78,0.30,-5.77,aliens
138.34,0.41,-11.30,aliens
31.34,-4.94,-1.64,aliens
137.92,-0.92,-3.50,aliens
61.57,-7.71,-8.49,marines
61.76,-7.71,-8.01,aliens
140.48,1.35,-9.24,aliens
140.49,-0.72,-15.20,aliens
10.56,-3.47,37.84,aliens
135.78,-0.92,0.28,aliens
143.62,-0.80,-12.91,marines
144.04,0.28,-11.98,aliens
143.13,-0.80,-14.68,marines
51.84,-0.86,-88.22,aliens
48.82,-6.36,29.85,aliens
13.13,-6.49,6.64,marines
35.95,-5.09,62.22,marines
35.46,-4.12,61.88,marines
64.68,-10.80,17.34,marines
17.12,-2.62,39.90,aliens
77.28,-5.94,32.65,aliens
76.94,-6.00,35.02,aliens
-0.11,-2.01,44.83,marines
80.11,-7.71,55.63,marines
31.32,-4.80,1.85,aliens
80.71,-6.82,34.22,aliens
79.25,-6.20,35.19,aliens
81.94,-5.75,32.68,aliens
97.53,-5.27,45.64,aliens
42.48,-5.01,81.68,marines
35.89,-4.72,88.01,aliens
97.51,-4.26,40.64,aliens
35.80,-6.20,86.57,aliens
97.20,-5.27,48.22,marines
30.47,-4.40,-73.05,marines
28.10,-5.78,-51.48,marines
48.03,-3.24,95.63,marines
33.69,-6.41,85.57,aliens
80.25,-9.41,16.34,marines
80.18,-9.06,15.96,aliens
73.69,-8.32,7.41,marines
35.88,-4.40,-73.88,marines
39.98,-4.09,4.02,aliens
48.49,-10.85,19.70,aliens
44.12,-3.52,-64.82,marines
25.37,-5.00,-36.48,aliens
42.94,-0.31,-38.57,aliens
72.42,-6.80,6.29,aliens
33.19,-4.18,-71.90,aliens
75.62,-8.92,18.78,aliens
51.45,-7.30,-0.06,aliens
57.35,-0.35,-98.56,marines
91.13,-6.06,57.69,aliens
13.86,-2.92,46.95,aliens
81.12,-5.83,33.46,marines
85.64,-5.70,44.87,marines
103.23,-4.11,63.53,marines
83.26,-5.81,43.23,aliens
-20.12,-0.44,-49.99,aliens
-24.65,-1.43,-51.32,aliens
-25.41,-2.81,-52.04,marines
-18.12,-1.61,-23.56,marines
85.98,-5.36,41.49,aliens
-6.69,-3.77,-46.09,aliens
93.54,-5.43,48.43,marines
88.51,-6.08,44.58,marines
86.23,-6.08,42.15,aliens
34.99,-3.76,61.12,aliens
25.89,-6.49,66.38,marines
36.79,-5.21,54.70,aliens
24.48,-5.68,-44.93,marines
38.49,-6.69,-39.60,aliens
82.89,-5.83,29.64,aliens
-5.96,-3.37,-52.13,aliens
81.26,-6.80,-3.37,aliens
21.50,-4.15,-58.62,aliens
17.73,-5.67,-57.90,aliens
25.06,-5.67,-51.45,marines
18.11,-5.44,-58.12,marines
65.45,-4.27,-3.86,aliens
116.62,-3.21,22.48,aliens
113.79,-3.25,28.43,marines
88.76,-5.37,44.51,aliens
84.50,-5.72,41.74,marines
86.50,-6.08,39.51,aliens
13.39,-3.89,47.54,aliens
86.18,-5.71,42.87,marines
70.82,-6.38,93.62,marines
85.89,-5.15,41.92,aliens
27.81,-5.78,-38.97,marines
108.17,-4.13,21.90,aliens
134.31,-0.77,11.14,aliens
43.56,-5.01,-46.77,aliens
35.62,-3.38,58.30,aliens
38.39,-6.69,-43.60,marines
38.49,-5.00,-34.76,aliens
137.79,-0.80,-2.09,aliens
27.45,-5.43,-46.17,aliens
142.89,0.40,-10.10,marines
141.47,-0.80,-9.95,aliens
31.79,-5.67,-42.01,marines
145.97,0.03,7.78,marines
-24.47,-0.03,-5.21,marines
139.88,-0.80,-9.39,marines
-26.81,-0.74,-3.77,aliens
77.59,-8.18,-42.12,marines
24.17,-3.62,-59.39,aliens
26.71,-5.78,-49.72,aliens
20.26,-4.84,-68.94,aliens
56.21,-6.36,-8.82,aliens
30.47,-4.56,85.78,aliens
71.09,-9.46,-37.60,aliens
116.93,-3.24,23.75,marines
103.00,-5.17,-40.69,aliens
114.53,-3.24,20.32,aliens
89.03,-8.96,-53.02,aliens
87.44,-8.25,-48.41,aliens
85.86,-8.32,-46.17,marines
89.27,-8.42,-54.22,marines
74.12,-8.92,-26.78,aliens
35.00,-2.71,-66.35,marines
34.79,-3.42,-66.29,aliens
125.78,-2.80,7.14,marines
122.70,-3.24,5.48,aliens
87.00,-5.86,35.63,aliens
85.52,-5.99,47.13,marines
72.73,-8.16,19.32,aliens
90.44,-5.01,36.58,aliens
86.76,-4.46,26.82,aliens
47.56,1.40,-107.27,marines
56.09,-2.02,-93.51,aliens
54.27,-1.96,-91.14,marines
126.09,-2.02,27.69,aliens
91.27,-5.28,36.67,marines
25.06,-5.68,-54.91,aliens
86.33,-5.84,36.03,aliens
24.55,-5.67,-50.99,marines
26.11,-1.65,53.12,aliens
117.09,-3.24,30.36,marines
114.18,-2.19,28.28,aliens
47.95,-8.72,9.59,aliens
103.85,-3.83,28.72,aliens
35.24,-5.27,3.00,aliens
110.33,-3.20,21.56,aliens
103.37,-2.83,19.59,aliens
102.76,-3.80,32.89,aliens
98.66,-4.68,30.99,marines
37.15,-6.76,-46.26,aliens
94.39,-8.92,-38.43,marines
92.79,-3.23,-45.86,aliens
98.44,-4.23,43.94,aliens
88.19,-6.66,-36.29,aliens
87.05,-6.89,-38.67,marines
124.01,2.39,8.14,aliens
82.30,-6.34,-38.58,aliens
114.89,-3.24,13.78,marines
115.13,-1.85,14.13,marines
115.79,-1.79,27.40,aliens
119.95,-1.85,29.96,aliens
138.20,-0.78,-4.81,aliens
42.39,-5.30,-21.53,marines
143.39,-0.80,-11.81,marines
90.99,-7.38,-38.63,aliens
59.14,-0.71,-96.67,aliens
57.38,0.00,-102.55,marines
127.03,-2.02,18.04,marines
73.05,-4.33,64.36,aliens
91.92,-7.47,-37.36,aliens
85.22,-6.38,-39.63,aliens
90.22,-7.06,-50.48,aliens
113.45,-2.59,23.06,aliens
28.73,-4.49,-38.33,marines
144.61,-0.54,-12.38,aliens
35.85,-6.40,-44.76,aliens
76.36,-8.02,-3.01,aliens
143.59,-0.80,-14.46,marines
125.32,-0.17,26.13,aliens
28.52,-4.96,-39.53,aliens
112.53,-0.98,-18.63,aliens
115.35,-3.24,22.78,aliens
139.57,0.08,-10.39,aliens
144.18,0.55,-8.70,marines
-8.50,-3.03,41.22,marines
120.39,-2.56,-1.43,aliens
39.57,-6.69,-43.45,aliens
142.36,-0.78,8.19,aliens
146.19,-0.80,6.28,aliens
63.87,-7.68,-8.96,aliens
141.54,-0.16,-11.73,aliens
139.95,-0.37,14.67,marines
123.54,-2.03,10.73,marines
122.83,-2.21,10.43,aliens
86.56,-6.08,49.33,aliens
120.60,-1.81,6.91,aliens
115.36,-3.24,13.10,aliens
109.15,-3.72,21.31,aliens
108.34,-2.66,20.81,aliens
-34.52,-0.30,-7.50,marines
-35.57,-0.83,-8.65,aliens
47.21,-7.71,-5.76,aliens
93.89,-7.75,-37.78,aliens
121.89,-2.93,10.40,aliens
86.44,-5.38,-37.88,aliens
117.60,-0.53,2.79,aliens
-20.45,-0.22,-43.29,aliens
119.10,-1.08,2.19,aliens
129.35,-2.00,12.40,marines
25.01,-4.98,-35.60,aliens
111.99,-2.99,25.81,aliens
63.93,-4.42,-74.91,marines
54.52,-2.91,-73.25,aliens
54.97,-2.85,-69.22,aliens
87.40,-6.09,38.36,aliens
56.42,-1.64,-96.31,aliens
102.89,-2.51,34.76,aliens
-34.50,-0.30,-0.92,marines
57.63,-0.20,-99.13,marines
-34.25,0.10,-0.38,aliens
-39.21,1.30,-4.22,marines
-6.52,-2.14,-34.93,aliens
-32.60,-0.75,-0.54,aliens
105.11,-2.74,24.10,aliens
122.85,-0.80,10.39,aliens
15.92,-5.40,30.83,aliens
117.37,1.28,3.53,aliens
16.72,-4.43,-36.17,aliens
120.74,-0.71,6.76,marines
102.97,-3.91,30.65,aliens
15.92,-5.67,-31.70,marines
126.87,-1.86,15.80,marines
117.18,-1.60,23.04,aliens
119.66,-2.30,26.96,marines
104.78,-2.12,30.25,aliens
-5.52,-2.86,-32.18,aliens
-2.17,-2.49,-40.69,aliens
122.96,-0.91,29.92,aliens
-8.06,-2.87,-32.91,aliens
-2.69,-0.47,-35.13,aliens
87.69,-5.89,36.90,aliens
120.60,-2.98,10.22,marines
3.91,-3.85,-41.11,marines
99.37,-3.98,48.66,aliens
-7.10,-3.34,-32.59,aliens
18.07,-5.64,-56.90,aliens
17.34,-5.78,-66.46,marines
83.51,-4.92,36.01,aliens
37.45,-5.08,-39.71,aliens
117.43,-2.17,27.14,marines
115.03,-3.27,14.04,aliens
20.34,-5.78,-54.64,marines
25.20,-2.28,-70.99,aliens
24.90,-4.46,-73.32,marines
18.07,-4.46,-69.69,marines
141.89,-0.37,-1.80,marines
18.32,-5.78,-63.80,marines
19.42,-5.78,-64.53,aliens
18.49,-3.19,-70.82,aliens
42.60,1.72,-71.83,aliens
89.53,-5.96,72.22,aliens
42.94,1.25,-76.55,aliens
144.85,-0.58,-6.81,marines
-37.30,-0.17,-4.09,aliens
-33.48,-0.80,-9.71,aliens
-35.94,0.59,-8.73,aliens
45.39,-7.81,-0.37,marines
45.83,-6.86,-0.67,aliens
50.65,-7.71,-7.66,aliens
44.15,-7.83,-6.43,aliens
46.00,-6.63,-0.81,aliens
44.11,-7.71,-3.90,aliens
34.40,-5.77,-44.56,aliens
81.41,-8.79,24.68,aliens
38.21,-2.16,-32.33,marines
-23.90,-0.14,-7.56,aliens
79.18,-6.08,53.03,aliens
85.54,-6.08,44.70,aliens
27.26,-5.78,-40.57,marines
7.73,-3.54,-38.93,aliens
26.35,-5.10,-34.86,aliens
87.84,-4.30,37.71,aliens
17.22,-5.24,-68.34,aliens
113.62,-3.15,25.07,aliens
47.82,-7.71,-4.66,aliens
-31.84,-0.80,-8.78,aliens
-28.84,-0.36,2.71,aliens
-26.98,-0.72,-1.21,aliens
47.58,-7.59,-0.35,aliens
43.47,-6.24,-1.76,aliens
57.50,-7.36,-1.69,aliens
45.93,-1.21,-3.28,aliens
62.19,-7.78,-6.43,aliens
52.14,-8.82,-13.22,marines
52.36,-8.82,-13.69,aliens
45.49,-2.81,-22.57,aliens
-25.38,-1.70,-24.05,aliens
41.64,-6.30,3.28,marines
45.61,-6.81,-1.82,aliens
44.30,-6.30,-1.32,aliens
-12.09,-2.80,-54.29,aliens
-17.15,-1.61,-53.27,marines
-28.95,-2.10,-46.62,aliens
68.81,-6.40,-10.31,aliens
-25.92,-0.79,-42.22,marines
82.46,-6.77,38.67,aliens
82.39,-5.30,36.82,aliens
25.58,-4.00,-38.30,aliens
12.70,-3.86,-29.95,aliens
95.48,-3.11,53.04,aliens
101.41,-1.95,49.96,aliens
117.10,-3.21,17.69,aliens
27.59,-4.39,-53.33,aliens
27.57,-5.01,-43.64,marines
27.89,-5.78,-43.76,aliens
2.20,-1.85,42.95,aliens
90.29,-2.98,46.45,aliens
25.54,-5.67,-29.77,marines
15.33,-2.62,53.74,marines
87.36,-4.71,36.40,aliens
59.87,-6.05,90.99,aliens
97.97,-4.32,44.89,aliens
38.23,-5.48,-41.40,aliens
97.48,-5.27,45.51,aliens
92.92,-5.80,45.60,aliens
18.58,-2.12,-67.37,aliens
79.89,-6.35,54.11,aliens
34.54,-2.41,-67.81,aliens
34.20,-2.61,-69.38,aliens
114.77,-2.30,26.45,aliens
15.45,-2.52,39.62,aliens
40.08,-2.54,-64.94,aliens
35.66,-1.62,-67.74,aliens
35.09,-3.45,-68.44,aliens
45.90,-6.26,1.20,aliens
131.32,1.11,13.57,marines
39.66,-0.53,-68.48,aliens
121.27,-1.68,4.61,marines
121.79,-3.22,4.00,aliens
38.50,-1.93,-93.20,aliens
36.27,-3.32,-64.29,aliens
42.73,-0.29,-72.92,aliens
88.52,-5.36,37.05,aliens
32.50,0.73,-102.30,aliens
30.03,1.59,-97.18,aliens
34.90,-3.44,-68.84,aliens
27.79,-4.26,-73.65,aliens
46.22,-0.29,-87.59,aliens
17.31,-5.30,-67.36,aliens
40.38,1.58,-65.00,aliens
32.02,-2.09,-70.15,aliens
41.12,0.52,-72.87,marines
37.51,-3.53,-68.66,aliens
26.83,-4.46,-72.92,marines
-25.76,-0.80,3.27,aliens
-24.56,-0.73,-9.39,aliens
59.43,-7.71,-1.46,aliens
53.82,-7.81,4.10,marines
41.98,-7.45,-3.59,aliens
60.56,-7.17,-2.66,marines
49.56,-7.88,-10.48,marines
61.70,-7.66,-0.75,aliens
36.13,-5.27,2.18,aliens
50.71,-8.06,-22.54,marines
55.58,-7.71,2.66,marines
43.79,-6.70,-24.52,aliens
39.81,-5.53,-23.92,aliens
-34.14,-0.75,-1.52,marines
-23.54,-0.19,-33.09,aliens
60.62,-7.29,-3.29,aliens
-17.37,0.86,1.26,aliens
-31.20,-0.71,-2.50,aliens
-34.76,0.38,4.07,aliens
-32.45,-0.75,-7.90,aliens
-13.20,-0.75,-7.07,aliens
51.38,-9.52,19.82,marines
-14.80,0.55,-0.80,aliens
-32.18,-0.15,-12.52,aliens
-37.21,-0.64,-4.63,aliens
68.90,-6.82,-3.14,aliens
58.02,-7.73,5.96,aliens
58.34,-7.49,0.45,aliens
